time tau_xy tau_yz tau_xz sigma_xy sigma_yz sigma_xz
3680.0000 0.1131 0.1260 -0.2050 2.4337 2.6535 2.7731
3690.0000 0.0512 0.2061 0.0113 2.4945 2.9347 2.6904
3700.0000 0.1564 0.1717 -0.2747 2.4700 2.6998 2.6735
3710.0000 0.0574 0.1522 -0.0989 2.6441 2.6966 2.7290
3720.0000 0.0720 0.0173 -0.0503 2.7321 2.5606 2.8456
3730.0000 0.1539 0.1178 0.1154 2.8102 2.7142 2.8798
3740.0000 0.2802 0.2837 -0.0965 2.5150 2.6788 2.8487
3750.0000 0.3537 -0.0021 0.1617 2.7035 2.5370 2.7342
3760.0000 0.3173 0.0725 0.1685 2.6632 2.7111 2.6101
3770.0000 0.2635 0.1149 0.0102 2.5111 2.7212 2.6817
3780.0000 0.1075 0.1814 -0.0564 2.7039 2.7404 2.5914
3790.0000 0.1413 0.0752 -0.2212 2.6205 2.6733 2.6646
3800.0000 -0.0142 0.0220 0.0128 2.8927 2.5821 2.6193
3810.0000 0.1288 -0.0649 -0.0024 2.8336 2.6559 2.6211
3820.0000 0.3383 0.1647 -0.0289 2.7726 2.7080 2.5431
3830.0000 0.0572 0.0867 -0.0792 2.6486 2.8056 2.8406
3840.0000 0.1717 -0.1278 -0.1253 2.7301 2.7518 2.7650
3850.0000 0.1409 0.0554 -0.0466 2.8258 2.8205 2.8032
3860.0000 0.1748 0.0477 -0.0630 2.7108 2.7658 2.8443
3870.0000 0.0998 -0.0317 -0.0945 2.7889 2.7340 2.7013
3880.0000 0.1546 -0.0208 0.0115 2.7889 2.7901 2.6621
3890.0000 0.0358 0.0536 0.0346 2.6696 2.7232 2.6763
3900.0000 0.0235 -0.1509 0.0855 2.6867 2.7837 2.7339
3910.0000 0.1246 -0.0597 0.0066 2.7611 2.7336 2.6253
3920.0000 0.0168 -0.1506 0.0903 2.7850 2.7092 2.5735
3930.0000 0.0109 -0.1242 -0.1122 2.8789 2.8198 2.6567
3940.0000 0.0574 -0.1428 -0.1060 2.8468 2.9095 2.6255
3950.0000 -0.0026 -0.1783 -0.1557 2.8198 2.8008 2.5950
3960.0000 0.0354 -0.0191 -0.2346 2.7478 2.8726 2.5719
3970.0000 0.0376 -0.0436 -0.0285 2.8160 2.6876 2.7828
3980.0000 -0.0693 -0.1343 0.0451 2.7141 2.6965 2.8469
3990.0000 -0.0485 -0.1357 -0.0002 2.7588 2.8043 2.6718
4000.0000 -0.0121 -0.1607 0.0565 2.7832 2.7455 2.7177
4010.0000 0.0261 0.0206 0.0469 2.8068 2.7245 2.7259
4020.0000 0.1006 0.1060 -0.1080 2.6391 2.5448 2.7417
4030.0000 0.0539 0.0319 0.1896 2.7071 2.7065 2.6004
4040.0000 0.0267 -0.0237 0.1814 2.7858 2.6250 2.7321
4050.0000 0.0627 -0.1315 0.0867 2.8497 2.8867 2.7613
4060.0000 -0.0278 0.0929 -0.0173 2.9626 2.7350 2.7714
4070.0000 -0.1232 0.0989 -0.0594 2.8557 2.6809 2.7190
4080.0000 -0.0574 0.1247 0.0616 3.0236 3.0181 2.6739
4090.0000 -0.0836 0.1950 -0.0152 3.0321 2.7674 2.7367
4100.0000 0.0440 0.0687 -0.0107 2.8688 2.9084 2.7718
4110.0000 0.0431 0.1361 0.0446 2.8876 2.6543 2.8923
4120.0000 -0.0715 0.0558 -0.0449 2.8745 2.7603 2.7229
4130.0000 0.0462 -0.1575 0.0035 2.8278 2.7510 2.6001
4140.0000 0.0839 -0.0508 -0.2306 2.7157 2.7692 2.6655
4150.0000 0.0849 0.0129 -0.0964 2.8773 2.7735 2.6092
4160.0000 -0.1541 -0.0320 -0.0433 2.5229 2.7834 2.6381
4170.0000 0.1716 0.1808 -0.0721 2.6782 2.6913 2.6812
4180.0000 0.2127 0.0559 -0.1379 2.6497 2.7830 2.5929
4190.0000 0.0306 -0.1031 -0.1279 2.7224 2.8340 2.6050
4200.0000 0.1249 -0.1141 -0.0709 2.9522 2.7459 2.7829
4210.0000 0.0182 -0.0920 -0.0192 2.8534 2.6927 2.5536
4220.0000 -0.0497 -0.2645 -0.2181 2.7893 2.7252 2.7100
4230.0000 -0.0279 -0.2087 -0.1384 2.6642 2.8017 2.7881
4240.0000 0.0344 0.1148 -0.1770 2.8024 2.7382 2.5869
4250.0000 0.0322 -0.1303 -0.1162 2.7431 2.7724 2.6833
4260.0000 0.0457 0.0903 0.0428 2.6256 2.7910 2.7614
4270.0000 0.0491 0.0476 -0.2589 2.4918 2.7211 2.6552
4280.0000 -0.1360 0.1477 0.0358 2.7575 2.7392 2.6033
4290.0000 -0.1028 0.1304 0.0620 2.6369 2.5971 2.8309
4300.0000 -0.0901 0.2689 -0.1204 2.7968 2.7993 2.7718
4310.0000 0.0780 0.1876 -0.1337 2.6734 2.6656 2.6873
4320.0000 0.0418 -0.0138 -0.2097 2.6763 2.6552 2.6807
4330.0000 0.1193 -0.0365 -0.0747 2.6814 2.7531 2.6940
4340.0000 -0.0099 0.1279 -0.0235 2.6923 2.5806 2.7865
4350.0000 0.1267 0.1074 -0.1101 2.6423 2.6484 2.7573
4360.0000 0.1337 0.0306 -0.2071 2.5987 2.7099 2.6942
4370.0000 0.1690 -0.0002 -0.1020 2.7065 2.6092 2.8282
4380.0000 0.1469 0.0505 -0.1035 2.7059 2.7299 2.8096
4390.0000 -0.1040 0.0579 -0.2037 2.5506 2.6736 2.7114
4400.0000 -0.0751 0.1093 -0.3830 2.7559 2.7916 2.8631
4410.0000 -0.0107 0.0172 -0.2345 2.6945 2.7239 2.6910
4420.0000 0.0219 -0.1578 -0.1393 2.5462 2.5188 2.7887
4430.0000 0.0571 -0.0098 -0.1278 2.6486 2.5860 2.5935
4440.0000 0.1387 0.0225 -0.1065 2.7736 2.6638 2.6944
4450.0000 0.1803 0.0269 -0.1254 2.7713 2.5996 2.7955
4460.0000 0.1309 0.0351 0.0497 2.7807 2.6084 2.7929
4470.0000 0.0686 -0.0560 -0.0720 2.7012 2.7462 2.7316
4480.0000 0.1285 -0.0009 -0.0584 2.7786 2.7260 2.8583
4490.0000 0.0764 -0.1467 -0.2138 2.6681 2.8910 2.7698
4500.0000 0.0413 -0.2143 -0.3276 2.7758 2.6867 2.7518
4510.0000 -0.0276 -0.2980 -0.1072 2.7362 2.9116 2.7285
4520.0000 0.0448 -0.1285 -0.0229 2.7044 2.7666 2.8514
4530.0000 -0.0301 -0.1269 -0.0687 2.6509 2.8230 2.8046
4540.0000 -0.1086 -0.2185 -0.0682 2.7007 2.8208 2.9279
4550.0000 -0.0708 -0.0053 0.1799 2.5858 2.6465 2.6339
4560.0000 -0.0123 -0.0800 -0.1314 2.7196 2.5741 2.8525
4570.0000 -0.0419 -0.0921 -0.0217 2.8458 2.6559 2.8448
4580.0000 0.0240 -0.1286 -0.0668 2.7118 2.6272 2.8067
4590.0000 0.1699 -0.1107 -0.0998 2.7252 2.7177 2.8412
4600.0000 0.0936 -0.1394 -0.0706 2.6883 2.7093 2.8205
4610.0000 0.0648 0.1233 -0.1191 2.8410 2.7251 2.8624
4620.0000 0.0860 0.0598 -0.0177 2.7497 2.5421 2.8701
4630.0000 0.1519 -0.1929 0.0867 2.5890 2.7958 2.6305
4640.0000 0.0517 -0.0147 -0.0187 2.6893 2.6764 2.6469
4650.0000 0.0135 -0.0273 0.0962 2.6496 2.6654 2.6509
4660.0000 0.0710 -0.0124 0.1298 2.6436 2.7287 2.5784
4670.0000 0.0854 -0.0779 0.0150 2.6946 2.4719 2.6823
4680.0000 0.1316 -0.0939 0.0148 2.5223 2.7669 2.8972
4690.0000 0.1294 -0.0821 0.0187 2.5694 2.6028 2.7208
4700.0000 0.0892 -0.0303 0.0788 2.7475 2.7454 2.8166
4710.0000 0.0733 0.0746 0.1184 2.7119 2.6846 2.7321
4720.0000 0.2280 -0.0602 0.0158 2.7318 2.6209 2.8705
4730.0000 0.2241 -0.1060 -0.2050 2.8465 2.8913 2.7594
4740.0000 0.2501 0.0414 0.0856 2.8337 2.8538 2.7062
4750.0000 0.1338 -0.0550 0.0493 2.8458 3.1135 2.6371
4760.0000 0.0562 -0.0756 0.0975 2.7519 2.7701 2.6397
4770.0000 0.0555 -0.1202 0.0427 2.6784 2.7185 2.7612
4780.0000 -0.0074 -0.0034 -0.0278 2.7465 2.6893 2.7177
4790.0000 0.1288 -0.0296 0.1155 2.9813 2.6754 2.8691
4800.0000 0.0971 0.0361 -0.0396 2.9536 2.7116 2.8761
4810.0000 0.0617 0.1557 -0.0416 2.8545 2.6971 2.9191
4820.0000 0.1424 -0.0704 -0.0886 2.9647 2.7367 2.8129
4830.0000 -0.0965 0.1327 -0.0807 2.7803 2.7070 2.7404
4840.0000 -0.1115 0.0500 0.0745 2.8587 2.7368 2.8642
4850.0000 -0.1712 -0.0817 0.1257 2.8089 2.8596 2.8335
4860.0000 -0.1513 -0.0807 0.0912 2.8528 2.7452 2.7205
4870.0000 -0.0652 -0.1194 0.1680 2.8060 2.7569 2.7595
4880.0000 -0.0411 -0.1095 0.0654 2.6820 2.6524 2.7468
4890.0000 -0.0695 -0.0803 0.1116 3.0139 2.7316 2.6898
4900.0000 -0.2011 -0.0651 -0.0162 2.8488 2.7048 2.6306
4910.0000 -0.0886 -0.0744 -0.0867 2.7573 2.8210 2.7455
4920.0000 -0.0429 -0.2260 -0.0137 2.8897 2.7995 2.6732
4930.0000 -0.0423 -0.1397 0.0722 2.5617 2.7865 2.7268
4940.0000 -0.1744 -0.0896 -0.0247 2.6528 2.7083 2.7237
4950.0000 0.0575 -0.0741 -0.1799 2.8550 2.8475 2.7543
4960.0000 -0.3059 -0.1296 -0.0991 2.6181 2.7547 2.6324
4970.0000 0.0339 -0.0092 -0.0112 2.6731 2.7389 2.7072
4980.0000 -0.0395 -0.0575 -0.0562 2.7162 2.7291 2.6328
4990.0000 -0.0138 0.0170 -0.0649 2.7252 2.5361 2.8980
5000.0000 -0.0412 -0.0267 0.0021 2.8254 2.7392 2.7947
5010.0000 0.1250 -0.0788 -0.0693 2.6769 2.5591 2.7124
5020.0000 0.0223 0.0443 0.0280 2.6339 2.6463 2.6296
5030.0000 -0.0374 0.1245 -0.0705 2.7190 2.5656 2.6694
5040.0000 -0.1802 0.0773 0.1428 2.6803 2.6106 2.5258
5050.0000 0.0144 0.1363 -0.2630 2.7056 2.6341 2.6922
5060.0000 -0.1446 0.0629 0.1629 2.8130 2.7370 2.5687
5070.0000 -0.0371 0.0282 0.0274 2.7273 2.7373 2.6360
5080.0000 -0.0345 -0.0523 0.1820 2.7624 2.6767 2.5792
5090.0000 0.1423 0.0673 0.0245 2.7426 2.7107 2.7463
5100.0000 0.0779 0.1285 0.0492 2.9399 2.8259 2.5652
5110.0000 0.0118 -0.1463 -0.0599 2.5561 2.7248 2.8714
5120.0000 0.0287 -0.0642 -0.0637 2.9253 2.6819 2.5593
5130.0000 0.1534 -0.0631 -0.0004 2.7842 2.7118 2.8299
5140.0000 -0.0230 -0.1550 0.0388 2.6455 2.6772 2.6822
5150.0000 -0.0632 -0.0817 0.2870 2.7400 2.5598 2.6348
5160.0000 -0.1256 0.0085 0.0526 2.6887 2.7773 2.7367
5170.0000 -0.1533 0.0694 0.0067 2.7798 2.6095 2.6266
5180.0000 -0.1865 0.1387 0.1371 2.7604 2.8205 2.6686
5190.0000 0.0133 0.1351 -0.0048 2.6280 2.6884 2.7604
5200.0000 0.1081 0.0304 0.2552 2.7544 2.7629 2.8946
5210.0000 -0.0204 0.1401 0.1191 2.7819 2.7621 2.8390
5220.0000 -0.0513 -0.1428 0.1841 2.6722 2.7620 2.6626
5230.0000 0.0938 -0.0810 -0.2143 2.7899 2.6225 2.5801
5240.0000 -0.0359 0.0379 0.0200 2.7303 2.6038 2.7507
5250.0000 -0.1591 -0.1720 -0.1399 2.8093 2.7070 2.7102
5260.0000 0.0623 -0.1976 -0.0486 2.6753 2.6819 2.7362
5270.0000 0.0645 -0.2094 0.0521 2.6496 2.7492 2.8297
5280.0000 0.1330 0.1339 0.1118 2.5502 2.6536 2.7763
5290.0000 0.1982 0.1173 -0.1667 2.6450 2.5479 2.8438
5300.0000 0.0670 -0.0255 -0.0773 2.7213 2.6753 2.8782
5310.0000 0.1951 0.0318 -0.1221 2.7398 2.6269 2.8050
5320.0000 0.0715 0.1211 -0.1021 2.5892 2.7418 2.7035
5330.0000 -0.0129 -0.0920 -0.0103 2.6796 2.6190 2.7501
5340.0000 0.0717 0.0401 -0.0081 2.5988 2.7321 2.4828
5350.0000 -0.1401 -0.0780 -0.0186 2.5730 2.7574 2.6299
5360.0000 -0.0638 0.0905 -0.0134 2.5996 2.7404 2.6454
5370.0000 -0.1734 0.1908 0.2805 2.6970 2.7792 2.7413
5380.0000 -0.0397 0.1744 -0.0004 2.6361 2.7225 2.7567
5390.0000 -0.0654 0.0323 0.0865 2.5295 2.7489 2.5161
5400.0000 -0.0179 0.0873 0.0877 2.6791 2.7226 2.8380
5410.0000 0.1801 0.1440 0.0236 2.9174 2.8680 2.7944
5420.0000 -0.0341 0.2134 -0.2114 2.8043 2.7536 2.6089
5430.0000 -0.1283 0.1381 -0.0356 3.0024 2.7866 2.8366
5440.0000 -0.0136 -0.0071 -0.0249 2.9649 2.6712 2.8178
5450.0000 -0.1909 -0.1322 -0.0234 2.8312 2.4977 2.7366
5460.0000 -0.1736 -0.0645 -0.0820 2.8079 2.6633 2.7945
5470.0000 -0.1957 0.0605 -0.0469 2.8886 2.6987 2.8286
5480.0000 -0.1263 0.0545 -0.0312 2.5634 2.7120 2.7424
5490.0000 -0.1693 0.1870 0.0051 2.5815 2.5534 2.7717
5500.0000 -0.0685 0.2053 -0.1520 2.6235 2.7067 2.7301
5510.0000 0.0318 0.1955 -0.1137 2.5830 2.8080 2.7859
5520.0000 -0.0458 0.0805 0.0502 2.6178 2.6306 2.7628
5530.0000 0.0780 0.2044 0.0674 2.6262 2.8049 2.6502
5540.0000 -0.0942 0.2689 -0.0862 2.6683 2.7296 2.6791
5550.0000 0.0646 0.0489 0.0215 2.4466 2.4622 2.6438
5560.0000 -0.1563 0.0657 -0.2098 2.5381 2.6218 2.7603
5570.0000 -0.1549 0.0719 -0.1825 2.5726 2.7866 2.7714
5580.0000 -0.1522 0.0341 -0.0861 2.7300 2.6499 2.8007
5590.0000 0.0456 0.0917 0.0366 2.7460 2.6866 2.8115
5600.0000 -0.1454 -0.0188 0.0229 2.6605 2.7317 2.7476
5610.0000 -0.0048 0.0956 0.1348 2.5054 2.6754 2.7296
5620.0000 -0.0091 0.0823 0.0441 2.7933 2.6659 2.8748
5630.0000 -0.0903 0.1701 -0.0383 2.8036 2.8008 2.6835
5640.0000 -0.1894 0.1399 -0.0042 2.8001 2.7315 2.6585
5650.0000 -0.0658 0.1968 -0.1107 2.8255 2.7027 2.7979
5660.0000 -0.0082 0.1737 -0.1485 2.6459 2.7875 2.7074
5670.0000 -0.0035 0.0622 0.1467 2.9521 2.6980 2.7035
5680.0000 -0.0104 -0.0447 0.1149 2.7475 2.6618 2.5890
5690.0000 0.0160 0.1424 0.1192 2.9467 2.9467 2.6666
5700.0000 0.0148 0.1870 -0.0249 2.6482 2.6243 2.5667
5710.0000 0.1378 0.0390 -0.2027 2.6411 2.6436 2.5439
5720.0000 0.1023 -0.0137 -0.0080 2.6773 2.7416 2.6109
5730.0000 0.1622 -0.0228 -0.0473 2.6420 2.7411 2.7257
5740.0000 0.1648 -0.0504 0.1282 2.6012 2.6884 2.6550
5750.0000 0.1316 -0.1077 0.1151 2.5792 2.7190 2.6400
5760.0000 0.0240 -0.0786 0.1211 2.5878 2.6345 2.6896
5770.0000 -0.0242 -0.0965 0.0468 2.5401 2.6521 2.6604
5780.0000 -0.0074 0.0498 0.1328 2.5147 2.8328 2.7936
5790.0000 0.0573 0.0177 0.3335 2.4867 2.7835 2.8058
5800.0000 0.0460 -0.0270 0.1660 2.4152 2.6729 2.5397
5810.0000 0.1795 0.0018 0.2007 2.7470 2.6929 2.8004
5820.0000 0.1131 -0.0875 0.1837 2.5409 2.7069 2.7124
5830.0000 0.0248 0.0994 0.2095 2.6393 2.6594 2.5335
5840.0000 0.0389 0.2461 0.2051 2.7194 2.6894 2.7305
5850.0000 0.0416 0.0589 0.1657 2.5535 2.6667 2.6718
5860.0000 0.1428 -0.1133 0.1613 2.7333 2.7361 2.4904
5870.0000 0.0275 0.1416 0.1906 2.7852 2.6837 2.4643
5880.0000 0.1336 -0.0579 0.1120 2.7736 2.6796 2.4554
5890.0000 0.0531 0.1268 0.3668 2.6868 2.7499 2.7347
5900.0000 0.0295 0.0003 0.2032 2.6714 2.6867 2.6342
5910.0000 0.0602 0.1490 0.1642 2.7729 2.7524 2.6827
5920.0000 0.1856 0.0343 0.2000 3.0674 2.6286 2.7545
5930.0000 0.1283 -0.0255 0.2243 2.8588 2.7070 2.6920
5940.0000 0.1186 0.0339 0.1709 2.6362 2.8756 2.7624
5950.0000 0.0604 -0.0457 -0.0564 2.8856 2.8780 2.8162
5960.0000 -0.0045 0.0235 0.2454 2.8793 2.7154 2.6753
5970.0000 -0.0591 -0.2361 0.0468 2.8202 2.8115 2.5819
5980.0000 -0.1639 -0.1226 0.2099 2.7282 2.8165 2.7313
5990.0000 0.1276 -0.1239 0.0325 2.7394 2.6997 2.6076
6000.0000 0.1913 0.1188 0.1881 2.7905 2.7269 2.6004
6010.0000 0.1540 -0.0955 -0.0008 3.0118 2.7098 2.6973
6020.0000 0.2532 0.1070 0.0729 3.0043 2.6752 2.7294
6030.0000 0.1507 0.0306 0.1609 2.6842 2.6904 2.5907
6040.0000 0.0476 -0.0561 0.0240 2.9256 2.6617 2.6685
6050.0000 -0.0246 0.0557 0.2262 2.7861 2.8315 2.6087
6060.0000 -0.0334 -0.0312 0.0282 3.0031 2.8908 2.6377
6070.0000 -0.0398 0.0858 0.1788 2.7041 2.7163 2.5828
6080.0000 0.1910 0.0679 0.1072 2.7255 2.6051 2.6612
6090.0000 -0.0061 0.0480 0.1206 2.6025 2.5098 2.6343
6100.0000 -0.0429 0.0444 0.1735 2.7086 2.7351 2.7528
6110.0000 -0.0851 0.0333 0.1908 2.9349 2.6221 2.5505
6120.0000 -0.0458 -0.0299 0.0707 2.8045 2.6569 2.4756
6130.0000 0.0087 0.0475 -0.1216 2.7686 2.8102 2.8179
6140.0000 0.0671 0.1605 -0.0787 2.7092 2.8110 2.5230
6150.0000 -0.2376 0.1667 -0.1533 2.7448 2.6840 2.7471
6160.0000 -0.1578 0.0344 -0.1520 2.7766 2.7636 2.4582
6170.0000 -0.0805 0.1227 -0.0275 2.6847 2.5997 2.6184
6180.0000 -0.1194 0.1421 0.0306 2.8573 2.7724 2.7322
6190.0000 -0.0858 -0.0742 -0.1538 2.6780 2.5114 2.5816
6200.0000 -0.0891 0.0468 -0.0356 2.7808 2.5758 2.7385
6210.0000 -0.0017 -0.0998 0.0809 2.5087 2.6212 2.5663
6220.0000 -0.1184 -0.0213 -0.1011 2.6282 2.6457 2.8618
6230.0000 0.0364 -0.1111 -0.0131 2.7322 2.7007 2.9417
6240.0000 0.0253 -0.0791 -0.1327 2.8590 2.8370 2.7991
6250.0000 -0.0384 -0.0569 -0.2000 2.5944 2.7685 2.6614
6260.0000 0.0785 -0.0138 -0.1400 2.5541 2.7276 2.6317
6270.0000 0.0818 0.0165 -0.0311 2.8650 2.7375 2.8347
6280.0000 0.0364 -0.2238 -0.0035 2.7001 2.7812 2.8276
6290.0000 0.1291 -0.0864 -0.0029 2.8441 2.7914 2.6681
6300.0000 -0.0103 -0.0127 0.0118 2.8671 2.7834 2.6884
6310.0000 -0.1255 -0.0220 -0.1011 2.8259 2.8568 2.6739
6320.0000 -0.0411 0.0283 -0.0271 2.6279 2.8160 2.7359
6330.0000 -0.0044 -0.0626 -0.0499 2.7600 2.8043 2.7083
6340.0000 -0.1212 -0.0636 -0.0680 2.8328 2.6680 2.9146
6350.0000 -0.1014 -0.0518 0.1277 2.8339 2.7676 2.5852
6360.0000 -0.3034 -0.0698 0.0853 2.9334 2.7572 2.6367
6370.0000 -0.1455 -0.1312 0.1094 2.7880 2.7110 2.5220
6380.0000 -0.0137 -0.1933 -0.0103 2.6086 2.7935 2.6597
6390.0000 -0.2010 -0.2178 0.0719 2.7787 2.7117 2.7289
6400.0000 -0.2185 -0.0333 0.0639 2.6189 2.6474 2.7455
6410.0000 -0.0491 -0.1332 0.0480 2.7917 2.5451 2.7849
6420.0000 -0.0832 -0.1349 -0.1240 2.7187 2.6732 2.6193
6430.0000 -0.0743 0.0563 -0.0330 2.7650 2.5444 2.8438
6440.0000 -0.0697 0.1149 0.0380 2.7627 2.6031 2.7041
6450.0000 -0.0225 -0.0780 -0.1929 2.7246 2.7015 2.8306
6460.0000 -0.0498 0.0373 -0.2272 2.8783 2.8733 2.7605
6470.0000 0.0533 0.0563 -0.0708 2.9117 2.8377 2.7817
6480.0000 -0.1333 0.1634 -0.2233 2.8353 2.7659 2.7748
6490.0000 -0.0382 0.3130 -0.1831 2.8836 2.6616 2.7321
6500.0000 0.0170 0.1601 0.0112 2.7058 2.6421 2.6730
6510.0000 -0.1817 0.1979 0.0690 2.8801 2.6218 2.9207
6520.0000 0.0224 0.2572 0.1300 2.5749 2.5668 2.8529
6530.0000 -0.0462 0.1257 0.0657 2.8922 2.5928 2.6855
6540.0000 -0.0291 0.0707 0.1524 2.7216 2.7619 2.7376
6550.0000 0.1021 0.1256 0.0550 2.5626 2.5564 2.6614
6560.0000 0.0992 -0.1580 0.0907 2.6661 2.5948 2.6047
6570.0000 -0.0370 0.1421 0.0563 2.5771 2.7353 2.5104
6580.0000 0.0613 0.1520 -0.0769 2.6240 2.6882 2.6826
6590.0000 0.0280 0.1359 0.0103 2.5285 2.6335 2.5325
6600.0000 0.1348 0.1658 -0.0227 2.6320 2.8151 2.5883
6610.0000 0.1590 -0.1176 0.1047 2.8365 2.6455 2.6659
6620.0000 -0.0202 -0.1529 0.1905 2.6486 2.8741 2.8716
6630.0000 0.0486 0.0333 0.0898 2.6943 2.7429 2.7124
6640.0000 0.1561 0.1299 0.0760 2.6311 2.5662 2.6247
6650.0000 0.1811 0.0589 -0.1784 2.6710 2.7664 2.6246
6660.0000 0.0681 -0.0346 0.0766 2.6646 2.7185 2.7962
6670.0000 0.0801 -0.0221 0.1412 2.8439 2.7333 2.7986
6680.0000 0.0741 -0.0959 0.1903 2.6276 2.8367 2.7001
6690.0000 0.0771 -0.0255 0.3836 2.7335 2.8995 2.7347
6700.0000 -0.0281 0.0942 0.2467 2.6834 2.9022 2.7620
6710.0000 -0.1696 0.0795 0.0853 2.6890 2.7059 2.7021
6720.0000 -0.1541 -0.0547 0.0899 2.6902 2.7230 2.6954
6730.0000 -0.0199 0.0188 0.0140 2.5383 2.7511 2.5879
6740.0000 -0.0262 -0.0722 0.0555 2.6954 2.6951 2.5891
6750.0000 -0.0395 0.1468 -0.0668 2.6591 2.6548 2.5583
6760.0000 -0.2373 -0.0415 -0.0142 2.9584 2.5907 2.5637
6770.0000 -0.0940 0.1063 -0.0813 2.6016 2.6665 2.7326
6780.0000 -0.2516 0.0751 -0.0408 2.7810 2.7129 2.6855
6790.0000 -0.0765 0.0630 0.0852 2.9449 2.6602 2.7518
6800.0000 -0.1669 -0.1095 0.0569 2.7640 2.6615 2.7198
6810.0000 -0.0806 0.1657 0.0708 2.7236 2.6392 2.8676
6820.0000 -0.2479 -0.0198 0.0543 2.8100 2.7484 2.8569
6830.0000 -0.3912 0.0863 -0.0546 2.6469 2.8187 2.8673
6840.0000 -0.0118 0.0266 -0.0356 2.7402 2.5660 2.8766
6850.0000 -0.1035 -0.1741 -0.1311 2.5306 2.7011 2.6023
6860.0000 -0.0505 -0.0183 -0.1587 2.6155 2.7334 2.5519
6870.0000 0.0583 0.0533 0.1313 2.7324 2.6953 2.6852
6880.0000 -0.0046 -0.0192 0.0650 2.6156 2.7765 2.4815
6890.0000 -0.1671 -0.1207 -0.0303 2.6249 2.7205 2.6137
6900.0000 -0.0163 -0.2029 -0.0474 2.7115 2.7246 2.6709
6910.0000 -0.0676 -0.1318 -0.0133 2.7764 2.7721 2.6722
6920.0000 -0.1259 -0.0259 -0.1107 2.7795 2.9377 2.8198
6930.0000 -0.1202 -0.1159 -0.0709 2.8050 2.8372 2.7109
6940.0000 -0.2466 -0.0943 -0.1591 2.8505 2.7976 3.0288
6950.0000 -0.0760 -0.0258 -0.0968 2.6323 2.8331 2.8509
6960.0000 0.0568 -0.0573 -0.2136 2.8040 2.8703 2.7377
6970.0000 -0.0824 0.1102 -0.0813 2.7469 2.8002 2.7681
6980.0000 -0.1462 0.2138 -0.0613 2.7372 2.6884 2.6837
6990.0000 -0.1304 0.0612 -0.1121 2.6365 2.5766 2.7963
7000.0000 -0.1035 0.2241 -0.1316 2.6660 2.6075 2.6674
7010.0000 -0.0679 0.1523 -0.1571 2.7085 2.6512 2.8790
7020.0000 -0.1193 0.1798 -0.1101 2.7055 2.8722 2.6936
7030.0000 -0.0723 0.1751 -0.0779 2.5980 2.8393 2.7064
7040.0000 -0.0046 0.2150 0.0733 2.7402 2.9242 2.7730
7050.0000 -0.0188 0.2608 -0.1230 2.6811 2.8309 2.6758
7060.0000 -0.0210 0.1221 -0.0962 2.6176 2.7141 2.7711
7070.0000 -0.1762 0.0160 -0.0776 2.6161 2.7586 2.8653
7080.0000 0.0514 -0.0625 -0.2160 2.6351 2.6496 2.7017
7090.0000 0.0684 -0.2472 -0.1357 2.6198 2.7722 2.8887
7100.0000 0.1303 -0.1640 -0.0589 2.7454 2.7855 2.7558
7110.0000 -0.0946 -0.0936 0.0994 2.8543 2.7056 2.8644
7120.0000 -0.1033 -0.1960 0.0521 2.6333 2.5468 2.8073
7130.0000 -0.0145 -0.0110 0.0627 2.6756 2.5977 2.7665
7140.0000 -0.0148 -0.0277 -0.0905 2.9115 2.6767 2.8604
7150.0000 -0.0339 0.1271 -0.1163 2.9371 2.6596 2.8391
7160.0000 -0.2784 -0.0760 -0.1083 2.7749 2.7439 2.7057
7170.0000 0.1253 -0.0255 -0.1546 2.7613 2.6105 2.6548
7180.0000 0.1715 -0.0261 0.0562 2.5897 2.6186 2.6992
7190.0000 0.0851 -0.1004 -0.1479 2.5815 2.6374 2.5849
7200.0000 0.0239 0.0355 -0.0102 2.7787 2.6279 2.5931
7210.0000 -0.0771 0.0770 -0.1017 2.7254 2.6454 2.4503
7220.0000 -0.1375 -0.0090 -0.2421 2.6384 2.8091 2.6713
7230.0000 0.0506 0.1204 -0.1242 2.7067 2.6339 2.7943
7240.0000 -0.1061 0.0457 0.0289 2.9253 2.7330 2.7303
7250.0000 -0.1401 0.0388 -0.2223 2.6687 2.8542 2.5854
7260.0000 -0.0279 -0.0017 -0.0540 2.6874 2.5850 2.5193
7270.0000 -0.0691 -0.0942 -0.0103 2.5710 2.7680 2.5611
7280.0000 -0.0667 -0.1112 0.0363 2.7959 2.6976 2.6982
7290.0000 -0.0527 -0.0279 -0.2219 2.8983 2.8047 2.7020
7300.0000 -0.1348 0.0430 -0.2114 2.6676 2.9316 2.7783
7310.0000 -0.1747 -0.0386 -0.1001 2.8396 2.5531 2.7031
7320.0000 -0.1516 0.1301 -0.1620 2.8427 2.5924 2.9061
7330.0000 -0.0439 0.0621 -0.0387 2.6737 2.7573 2.8408
7340.0000 -0.2118 0.1689 0.0457 2.8834 2.7435 2.8944
7350.0000 -0.1102 -0.0571 -0.0381 2.8782 2.9518 2.9423
7360.0000 -0.0657 0.0194 -0.1224 2.8677 2.7299 2.7160
7370.0000 -0.0977 -0.0675 -0.1598 2.9366 2.6655 2.6727
7380.0000 -0.2134 -0.0421 -0.1728 2.7773 2.8078 2.7562
